"id_var","lettername1","lettername2","dob","gender","postcode","medicare10","vax_date_1","vax_type_1","vax_date_2","vax_type_2","vax_date_3","vax_type_3","vax_date_4","vax_type_4"
"AIR_00270","Henry","Robinson",1984-01-14,"Male","4556","284984184784284084384484",2024-08-05,"COVID-19 mRNA (Pfizer)",2024-12-13,"RSV (Abrysvo)",NA,NA,NA,NA
"AIR_00271","Benjamin","White",1910-01-05,"Male","4560","832032132832632832732332",2024-01-08,"COVID-19 mRNA (Pfizer)",NA,NA,NA,NA,NA,NA
"AIR_00272","Sophie","Johnson",1912-08-25,"Female","4553","325525325925525825525225",2021-09-17,"COVID-19 Novavax",2021-12-10,"Influenza (quadrivalent)",2022-04-02,"Pertussis (dTpa)",2022-09-21,"COVID-19 mRNA (Moderna)"
"AIR_00273","James","Hall",1957-06-25,"Male","4557","695495195195795995495795",2024-02-22,"RSV (mRESVIA)",NA,NA,NA,NA,NA,NA
"AIR_00274","Hannah","Lopez",1977-01-24,"Female","4552","518618918918618318718018",2021-12-14,"COVID-19 mRNA (Moderna)",NA,NA,NA,NA,NA,NA
"AIR_00275","Henry","Taylor",1932-07-16,"Male","4552","472272672372272572672172",2022-07-09,"COVID-19 mRNA (Pfizer)",2022-11-09,"Pertussis (dTpa)",2023-04-23,"Influenza (quadrivalent)",NA,NA
"AIR_00276","Matthew","Clark",1976-12-01,"Male","4551","509609409509009709109409",2023-06-20,"COVID-19 mRNA (Moderna)",NA,NA,NA,NA,NA,NA
"AIR_00277","Lily","Gonzalez",1933-03-21,"Female","4562","182182482882882382582882",2023-06-19,"Influenza (trivalent)",NA,NA,NA,NA,NA,NA
"AIR_00278","Scarlett","King",1966-11-04,"Female","4551","439439439539239739439739",2022-11-10,"Influenza (trivalent)",2023-03-14,"COVID-19 mRNA (Pfizer)",2023-05-25,"COVID-19 mRNA (Moderna)",2023-10-30,"RSV (mRESVIA)"
"AIR_00279","Lucy","Smith",1929-11-25,"Female","4555","474574174674774674874474",2023-04-03,"COVID-19 mRNA (Pfizer)",NA,NA,NA,NA,NA,NA
"AIR_00280","William","Scott",1942-06-09,"Male","4560","951551751551351751651951",2024-05-12,"COVID-19 mRNA (Pfizer)",2024-08-22,"Influenza (quadrivalent)",NA,NA,NA,NA
"AIR_00281","Isabella","Martin",1955-05-31,"Female","4560","748648548548448048148248",2024-06-24,"COVID-19 mRNA (Moderna)",NA,NA,NA,NA,NA,NA
"AIR_00282","Isla","Wilson",1942-06-12,"Female","4558","906106806806306906806606",2022-03-21,"Pertussis (dTpa)",2022-09-11,"COVID-19 mRNA (Pfizer)",NA,NA,NA,NA
"AIR_00283","Ethan","Gonzalez",1932-04-21,"Male","4557","124824424724924424124224",2021-04-03,"RSV (mRESVIA)",NA,NA,NA,NA,NA,NA
"AIR_00284","Scarlett","Hill",1976-09-30,"Female","4552","774274374074474674674174",2024-08-01,"Influenza (quadrivalent)",NA,NA,NA,NA,NA,NA
"AIR_00285","James","Wright",1921-03-20,"Male","4560","652252052652752852152952",2022-03-21,"RSV (Abrysvo)",NA,NA,NA,NA,NA,NA
"AIR_00286","Benjamin","Hernandez",1934-12-07,"Male","4558","846346346646846846646246",2022-01-22,"RSV (Abrysvo)",NA,NA,NA,NA,NA,NA
"AIR_00287","Michael","Smith",1937-06-09,"Male","4558","734034034334234634434934",2022-07-08,"Influenza (quadrivalent)",NA,NA,NA,NA,NA,NA
"AIR_00288","Henry","Baker",1915-07-18,"Male","4555","418218718118818618218718",2021-12-04,"Influenza (trivalent)",2022-04-22,"Pertussis (dTpa)",NA,NA,NA,NA
"AIR_00289","Lily","Jones",1983-10-04,"Female","4559","887087487687187287987287",2022-10-05,"Influenza (trivalent)",2022-12-27,"RSV (mRESVIA)",NA,NA,NA,NA
"AIR_00290","Nathan","White",1925-06-17,"Male","4559","695995495495595395795195",2024-01-27,"Influenza (quadrivalent)",NA,NA,NA,NA,NA,NA
"AIR_00291","Mason","Jackson",1943-08-01,"Male","4552","742442142942642842242742",2023-11-09,"COVID-19 mRNA (Pfizer)",NA,NA,NA,NA,NA,NA
"AIR_00292","Benjamin","Nelson",1983-04-20,"Male","4559","168468368868868368168468",2022-09-08,"Pertussis (dTpa)",2023-01-11,"RSV (Abrysvo)",NA,NA,NA,NA
"AIR_00293","Jacob","Robinson",1912-01-23,"Male","4562","236436236336036236136536",2022-10-17,"Pertussis (dTpa)",NA,NA,NA,NA,NA,NA
"AIR_00294","Samuel","Jackson",1972-06-06,"Male","4554","806806506106006106506406",2023-09-10,"RSV (mRESVIA)",2023-12-19,"Pertussis (dTpa)",2024-06-01,"COVID-19 Novavax",2024-10-22,"COVID-19 mRNA (Moderna)"
"AIR_00295","Samuel","Baker",1935-12-31,"Male","4558","647547847247247247547447",2021-10-27,"Influenza (quadrivalent)",2022-02-19,"COVID-19 mRNA (Moderna)",NA,NA,NA,NA
"AIR_00296","Ava","Nelson",1932-10-23,"Female","4559","203103103803003603103903",2024-12-01,"RSV (mRESVIA)",2025-02-08,"COVID-19 mRNA (Pfizer)",2025-05-13,"Pertussis (dTpa)",2025-08-23,"COVID-19 Novavax"
"AIR_00297","Chloe","Smith",1964-10-05,"Female","4557","828728128228928228128428",2021-09-21,"Influenza (trivalent)",2022-03-01,"COVID-19 mRNA (Moderna)",2022-07-22,"COVID-19 mRNA (Pfizer)",NA,NA
"AIR_00298","Abigail","Johnson",1985-03-15,"Female","4556","355655055855155955955955",2024-06-03,"RSV (mRESVIA)",2024-11-20,"Influenza (trivalent)",2025-02-23,"COVID-19 Novavax",2025-08-06,"Pertussis (dTpa)"
"AIR_00299","Benjamin","Gonzalez",1972-01-08,"Male","4551","351951751451751751551351",2021-08-16,"COVID-19 mRNA (Pfizer)",2022-02-07,"Pertussis (dTpa)",NA,NA,NA,NA
"AIR_00300","Sophie","Green",1976-01-25,"Female","4556","567867967167367767767867",2024-09-16,"COVID-19 Novavax",2025-01-08,"RSV (mRESVIA)",NA,NA,NA,NA
"AIR_00301","Thomas","Nelson",1918-08-03,"Male","4555","639239839839039039339839",2023-12-23,"COVID-19 mRNA (Moderna)",2024-03-01,"RSV (mRESVIA)",2024-08-01,"COVID-19 Novavax",2024-11-11,"Influenza (trivalent)"
"AIR_00302","William","Brown",1974-11-30,"Male","4559","325525025025025125225325",2022-10-20,"Influenza (quadrivalent)",2023-02-21,"RSV (Abrysvo)",NA,NA,NA,NA
"AIR_00303","Benjamin","Gonzalez",1943-03-02,"Male","4559","768768268968468668668168",2022-07-12,"Influenza (trivalent)",2022-11-20,"RSV (mRESVIA)",NA,NA,NA,NA
"AIR_00304","Sophie","Scott",1905-04-28,"Female","4558","699099199199499099199499",2023-06-04,"COVID-19 Novavax",2023-11-20,"COVID-19 mRNA (Pfizer)",NA,NA,NA,NA
"AIR_00305","Zoe","Allen",1986-12-30,"Female","4557","519019419219619119219319",2023-09-04,"RSV (mRESVIA)",2023-11-28,"COVID-19 Novavax",NA,NA,NA,NA
"AIR_00306","Henry","Anderson",1967-09-29,"Male","4557","225625725025625225525425",2022-01-29,"COVID-19 mRNA (Pfizer)",2022-04-23,"Pertussis (dTpa)",2022-10-03,"RSV (mRESVIA)",NA,NA
"AIR_00307","Sophie","Johnson",1970-06-14,"Female","4559","916116116816216016416016",2021-05-31,"Pertussis (dTpa)",2021-11-17,"COVID-19 mRNA (Moderna)",NA,NA,NA,NA
"AIR_00308","Daniel","Lee",1969-07-18,"Male","4557","367667267767867567067567",2024-10-01,"RSV (mRESVIA)",2025-03-25,"Influenza (quadrivalent)",2025-07-21,"RSV (Abrysvo)",NA,NA
"AIR_00309","Benjamin","Thompson",1977-02-27,"Male","4551","295695895395895195795495",2021-12-24,"Influenza (trivalent)",2022-06-05,"Influenza (quadrivalent)",NA,NA,NA,NA
"AIR_00310","Ryan","Williams",1924-12-06,"Male","4550","627727827027427327427227",2023-03-10,"COVID-19 Novavax",2023-08-23,"RSV (Abrysvo)",NA,NA,NA,NA
"AIR_00311","Ava","Walker",1980-08-31,"Female","4557","268968068568268168468168",2023-05-22,"RSV (Abrysvo)",2023-08-16,"COVID-19 mRNA (Pfizer)",2023-11-23,"COVID-19 mRNA (Moderna)",2024-04-20,"COVID-19 Novavax"
"AIR_00312","Isabella","Robinson",1947-12-23,"Female","4550","996496396696796596196696",2023-03-24,"RSV (Abrysvo)",2023-07-24,"COVID-19 mRNA (Moderna)",2023-11-06,"COVID-19 mRNA (Pfizer)",NA,NA
"AIR_00313","Jacob","Baker",1974-02-05,"Male","4560","736736236136936936236836",2023-06-26,"COVID-19 mRNA (Pfizer)",2023-10-01,"COVID-19 mRNA (Moderna)",NA,NA,NA,NA
"AIR_00314","Oliver","Allen",1970-12-18,"Male","4558","488388488888388388988088",2021-09-26,"Influenza (quadrivalent)",NA,NA,NA,NA,NA,NA
"AIR_00315","William","Wright",1926-11-07,"Male","4554","674974974074574174174474",2022-12-25,"COVID-19 Novavax",2023-06-13,"Pertussis (dTpa)",2023-10-29,"COVID-19 mRNA (Pfizer)",NA,NA
"AIR_00316","Thomas","Martin",1965-06-05,"Male","4559","606906406006006106206806",2024-01-02,"RSV (Abrysvo)",2024-03-13,"Influenza (trivalent)",2024-05-18,"COVID-19 mRNA (Moderna)",2024-09-10,"COVID-19 Novavax"
"AIR_00317","Scarlett","Robinson",1958-07-20,"Female","4550","548048748248648348348448",2023-06-29,"Pertussis (dTpa)",2023-11-03,"COVID-19 mRNA (Pfizer)",NA,NA,NA,NA
"AIR_00318","Emily","Walker",1986-12-04,"Female","4555","262562062362862362162262",2021-03-23,"Influenza (quadrivalent)",2021-08-26,"Pertussis (dTpa)",2022-02-07,"RSV (Abrysvo)",2022-06-24,"COVID-19 Novavax"
"AIR_00319","Olivia","Nelson",1943-03-07,"Female","4561","764964664864464764664964",2021-11-18,"Influenza (trivalent)",2022-04-21,"Pertussis (dTpa)",2022-08-29,"RSV (mRESVIA)",NA,NA
"AIR_00320","Noah","Martinez",1971-06-14,"Male","4551","475675475075375175475775",2023-01-23,"COVID-19 mRNA (Pfizer)",2023-07-09,"Pertussis (dTpa)",2023-12-15,"Influenza (quadrivalent)",2024-02-22,"COVID-19 Novavax"
"AIR_00321","Oliver","Rodriguez",1925-08-07,"Male","4552","289789189389689789989989",2022-02-10,"Influenza (trivalent)",2022-04-19,"Pertussis (dTpa)",2022-10-14,"COVID-19 mRNA (Pfizer)",2023-02-03,"COVID-19 Novavax"
"AIR_00322","Mason","Robinson",1911-08-07,"Male","4555","623023123623423323923123",2022-04-03,"RSV (mRESVIA)",2022-08-24,"RSV (Abrysvo)",2023-01-29,"COVID-19 mRNA (Pfizer)",2023-07-01,"Influenza (quadrivalent)"
"AIR_00323","Grace","Lopez",1930-12-26,"Female","4555","719119219719419519119219",2024-03-13,"COVID-19 mRNA (Pfizer)",2024-08-17,"Influenza (trivalent)",2024-10-17,"Pertussis (dTpa)",NA,NA
"AIR_00324","Lucy","Young",1955-01-01,"Female","4554","991491191591291391191291",2023-07-06,"COVID-19 mRNA (Moderna)",NA,NA,NA,NA,NA,NA
"AIR_00325","Charlotte","Johnson",1946-07-14,"Female","4554","748048148348448748948548",2023-09-30,"Pertussis (dTpa)",NA,NA,NA,NA,NA,NA
"AIR_00326","Noah","Garcia",1974-06-07,"Male","4552","941341241441341041541241",2023-02-10,"RSV (Abrysvo)",NA,NA,NA,NA,NA,NA
"AIR_00327","Mia","Baker",1986-08-18,"Female","4553","108108008708608408708408",2021-02-17,"Pertussis (dTpa)",NA,NA,NA,NA,NA,NA
"AIR_00328","Lily","Anderson",1954-06-19,"Female","4550","219519419419519519019019",2025-02-08,"COVID-19 mRNA (Moderna)",NA,NA,NA,NA,NA,NA
"AIR_00329","Michael","Gonzalez",1946-02-11,"Male","4551","761261861261461961161961",2021-05-21,"Influenza (trivalent)",2021-08-13,"RSV (mRESVIA)",2022-02-08,"COVID-19 mRNA (Moderna)",NA,NA
"AIR_00330","Ava","Rodriguez",1978-07-11,"Female","4557","195495395595795695795495",2024-12-04,"COVID-19 mRNA (Moderna)",2025-05-01,"Influenza (trivalent)",NA,NA,NA,NA
"AIR_00331","Noah","Jackson",1934-11-19,"Male","4562","366966766366466066266866",2021-05-17,"RSV (mRESVIA)",2021-08-17,"Pertussis (dTpa)",NA,NA,NA,NA
"AIR_00332","Amelia","Martin",1911-01-27,"Female","4558","498298398398898998598998",2022-03-17,"RSV (Abrysvo)",2022-07-06,"COVID-19 mRNA (Pfizer)",2022-11-21,"COVID-19 Novavax",2023-02-05,"RSV (mRESVIA)"
"AIR_00333","Scarlett","Walker",1968-05-25,"Female","4550","941141541841841841141441",2021-04-29,"COVID-19 Novavax",2021-09-05,"COVID-19 mRNA (Moderna)",NA,NA,NA,NA
"AIR_00334","Grace","Lopez",1967-09-25,"Female","4556","113313413413513913113213",2022-11-20,"Pertussis (dTpa)",2023-03-13,"COVID-19 Novavax",2023-05-17,"COVID-19 mRNA (Pfizer)",2023-11-07,"Influenza (trivalent)"
"AIR_00335","Ethan","Garcia",1932-05-25,"Male","4556","507607007807807907907307",2023-05-11,"COVID-19 mRNA (Pfizer)",NA,NA,NA,NA,NA,NA
"AIR_00336","Matthew","Rodriguez",1981-06-15,"Male","4559","591391691591091591191491",2021-12-12,"RSV (mRESVIA)",2022-03-21,"COVID-19 mRNA (Pfizer)",NA,NA,NA,NA
"AIR_00337","Oliver","Garcia",1986-07-24,"Male","4554","303303103603003503803403",2023-08-15,"COVID-19 Novavax",2023-12-19,"RSV (mRESVIA)",2024-03-05,"Influenza (quadrivalent)",NA,NA
"AIR_00338","Emily","Adams",1945-02-18,"Female","4558","316216416816716016616716",2022-09-15,"Influenza (quadrivalent)",2023-03-06,"RSV (Abrysvo)",NA,NA,NA,NA
"AIR_00339","Mason","Gonzalez",1946-08-28,"Male","4551","812512712112712612912812",2021-03-29,"COVID-19 mRNA (Moderna)",2021-08-17,"Pertussis (dTpa)",NA,NA,NA,NA
"AIR_00340","Andrew","Young",1907-10-06,"Male","4553","872472172572172272772172",2021-02-05,"Pertussis (dTpa)",NA,NA,NA,NA,NA,NA
"AIR_00341","Nathan","Hill",1916-10-22,"Male","4552","871071171371971371271771",2023-07-26,"Influenza (trivalent)",2023-11-07,"COVID-19 mRNA (Moderna)",2024-04-28,"RSV (Abrysvo)",NA,NA
"AIR_00342","Michael","Anderson",1968-03-30,"Male","4551","609209109609209709909909",2023-07-04,"COVID-19 Novavax",2023-09-30,"RSV (Abrysvo)",2024-02-04,"Influenza (trivalent)",NA,NA
"AIR_00343","Amelia","Martin",1922-10-25,"Female","4550","859959759259459059159859",2024-12-04,"Pertussis (dTpa)",2025-03-12,"Influenza (quadrivalent)",2025-07-07,"RSV (Abrysvo)",NA,NA
"AIR_00344","Noah","Nelson",1968-07-27,"Male","4555","236936836136636236136036",2022-11-16,"Influenza (quadrivalent)",2023-04-26,"COVID-19 Novavax",NA,NA,NA,NA
"AIR_00345","Andrew","Taylor",1914-07-22,"Male","4556","953153353653153253453753",2023-11-29,"Influenza (quadrivalent)",2024-02-22,"Pertussis (dTpa)",2024-05-24,"COVID-19 mRNA (Pfizer)",NA,NA
"AIR_00346","Ella","Garcia",1983-04-01,"Female","4562","738538438638338238338138",2022-12-23,"Influenza (trivalent)",2023-04-02,"RSV (mRESVIA)",2023-09-08,"COVID-19 Novavax",2024-03-05,"RSV (Abrysvo)"
"AIR_00347","Michael","Rodriguez",1910-04-15,"Male","4558","708108708008308708508808",2022-06-24,"COVID-19 mRNA (Moderna)",NA,NA,NA,NA,NA,NA
"AIR_00348","Zoe","Martin",1921-07-27,"Female","4557","136836236136536036536536",2021-07-20,"Influenza (trivalent)",2021-11-06,"Influenza (quadrivalent)",2022-03-19,"Pertussis (dTpa)",NA,NA
"AIR_00349","Hannah","King",1919-07-14,"Female","4555","155655555155655555955255",2024-11-16,"COVID-19 mRNA (Pfizer)",2025-01-28,"Influenza (trivalent)",2025-07-01,"COVID-19 mRNA (Moderna)",NA,NA
"AIR_00350","James","Lewis",1953-06-20,"Male","4555","674474274474574074174374",2024-03-21,"COVID-19 mRNA (Pfizer)",2024-08-26,"COVID-19 mRNA (Moderna)",NA,NA,NA,NA
"AIR_00351","Isla","Lopez",1924-07-19,"Female","4552","821921521121521021521721",2023-09-20,"COVID-19 mRNA (Moderna)",2023-12-16,"RSV (mRESVIA)",2024-06-03,"RSV (Abrysvo)",NA,NA
"AIR_00352","Chloe","Thompson",1910-09-20,"Female","4554","101901801801101301501101",2022-04-14,"COVID-19 mRNA (Moderna)",2022-09-24,"Pertussis (dTpa)",2023-02-12,"RSV (mRESVIA)",2023-07-19,"Influenza (trivalent)"
"AIR_00353","Mason","Taylor",1986-09-17,"Male","4554","305205605405405705105905",2023-05-24,"Pertussis (dTpa)",2023-10-12,"COVID-19 mRNA (Pfizer)",2024-02-11,"RSV (Abrysvo)",2024-07-19,"Influenza (trivalent)"
"AIR_00354","Ava","Adams",1934-08-05,"Female","4555","716216216116816116616816",2022-08-16,"COVID-19 mRNA (Pfizer)",2023-01-20,"RSV (Abrysvo)",2023-04-10,"COVID-19 Novavax",NA,NA
"AIR_00355","Lucy","Harris",1968-12-26,"Female","4551","935535535935835935735135",2023-09-23,"COVID-19 mRNA (Moderna)",2023-12-27,"RSV (mRESVIA)",NA,NA,NA,NA
"AIR_00356","Amelia","King",1907-06-16,"Female","4561","433033533133333133033133",2025-02-01,"COVID-19 mRNA (Moderna)",2025-04-04,"Pertussis (dTpa)",2025-07-20,"COVID-19 Novavax",NA,NA
"AIR_00357","Ella","Lopez",1982-04-21,"Female","4550","741341441641741541841241",2024-01-29,"RSV (Abrysvo)",2024-06-15,"COVID-19 Novavax",NA,NA,NA,NA
"AIR_00358","Isabella","Allen",1913-02-06,"Female","4553","257557757057457557857657",2021-07-29,"RSV (mRESVIA)",2021-11-04,"Pertussis (dTpa)",2022-01-21,"COVID-19 mRNA (Moderna)",NA,NA
"AIR_00359","Thomas","Hall",1960-07-19,"Male","4552","359559259659059359959359",2024-04-29,"Pertussis (dTpa)",NA,NA,NA,NA,NA,NA
"AIR_00360","Zoe","Allen",1937-10-01,"Female","4561","854154054654454054454254",2024-12-07,"COVID-19 mRNA (Pfizer)",2025-03-17,"Influenza (quadrivalent)",NA,NA,NA,NA
"AIR_00361","Isabella","Garcia",1986-05-09,"Female","4552","998598898698998098298898",2024-06-25,"COVID-19 mRNA (Pfizer)",2024-08-30,"Pertussis (dTpa)",2025-02-02,"Influenza (trivalent)",NA,NA
"AIR_00362","Nathan","Jackson",1954-12-18,"Male","4562","802402602602402102602502",2022-08-09,"COVID-19 mRNA (Moderna)",2022-11-10,"COVID-19 Novavax",2023-03-16,"RSV (mRESVIA)",NA,NA
"AIR_00363","Lucy","Jones",1917-10-02,"Female","4555","725625325425725425125625",2024-11-24,"COVID-19 Novavax",2025-03-24,"COVID-19 mRNA (Pfizer)",NA,NA,NA,NA
"AIR_00364","Emily","Baker",1963-08-04,"Female","4552","133233833533033133433633",2022-06-17,"Influenza (trivalent)",2022-12-03,"RSV (mRESVIA)",2023-02-10,"COVID-19 mRNA (Moderna)",NA,NA
"AIR_00365","Chloe","Hernandez",1946-06-20,"Female","4554","407607207807607807007807",2024-09-01,"COVID-19 mRNA (Moderna)",2025-01-15,"Pertussis (dTpa)",2025-03-22,"COVID-19 mRNA (Pfizer)",2025-08-17,"Influenza (trivalent)"
"AIR_00366","Benjamin","Jones",1912-04-25,"Male","4555","237937837737037637737237",2021-10-26,"Influenza (quadrivalent)",2022-01-14,"Pertussis (dTpa)",NA,NA,NA,NA
"AIR_00367","Isabella","Hill",1937-10-11,"Female","4556","751551351251051551451951",2024-12-24,"COVID-19 Novavax",2025-05-08,"RSV (mRESVIA)",2025-08-29,"COVID-19 mRNA (Moderna)",NA,NA
"AIR_00368","Charlotte","White",1978-01-06,"Female","4559","831031031831431331731931",2022-08-29,"RSV (Abrysvo)",2022-12-30,"COVID-19 mRNA (Moderna)",2023-06-09,"COVID-19 mRNA (Pfizer)",2023-08-25,"Influenza (quadrivalent)"
"AIR_00369","Ryan","Taylor",1956-08-10,"Male","4551","482282782282282882182282",2021-12-20,"RSV (mRESVIA)",2022-06-12,"Pertussis (dTpa)",NA,NA,NA,NA
"AIR_00370","Ruby","Rodriguez",1974-09-07,"Female","4551","548548748648248548248048",2023-06-21,"Influenza (trivalent)",2023-11-14,"COVID-19 mRNA (Moderna)",2024-03-20,"COVID-19 Novavax",NA,NA
"AIR_00371","Evelyn","Green",1985-06-23,"Female","4562","792992892592792592392992",2024-04-30,"Pertussis (dTpa)",2024-07-01,"RSV (mRESVIA)",2024-09-12,"RSV (Abrysvo)",2024-11-16,"COVID-19 Novavax"
"AIR_00372","Nathan","Johnson",1922-01-13,"Male","4557","488088088488988188588988",2024-03-05,"Pertussis (dTpa)",2024-07-23,"COVID-19 mRNA (Pfizer)",NA,NA,NA,NA
"AIR_00373","Noah","Thomas",1914-12-09,"Male","4555","944544844944744844344944",2024-10-18,"RSV (Abrysvo)",NA,NA,NA,NA,NA,NA
"AIR_00374","Scarlett","Anderson",1961-12-16,"Female","4558","199099499199999899499099",2022-06-15,"Influenza (trivalent)",2022-10-20,"Pertussis (dTpa)",NA,NA,NA,NA
"AIR_00375","Emily","Baker",1908-05-09,"Female","4556","405205005205505105005605",2021-03-21,"RSV (mRESVIA)",2021-07-22,"COVID-19 mRNA (Moderna)",2021-10-23,"Pertussis (dTpa)",2022-02-28,"Influenza (quadrivalent)"
"AIR_00376","Emily","Baker",1965-07-19,"Female","4558","407007507407907307707207",2023-02-25,"Influenza (trivalent)",NA,NA,NA,NA,NA,NA
"AIR_00377","Henry","Hill",1909-03-26,"Male","4559","443443943843443743743143",2021-09-02,"RSV (mRESVIA)",NA,NA,NA,NA,NA,NA
"AIR_00378","Sophie","Thomas",1982-02-21,"Female","4558","176676876576376676776376",2022-12-11,"Pertussis (dTpa)",NA,NA,NA,NA,NA,NA
"AIR_00379","Scarlett","Lewis",1970-04-02,"Female","4550","928928228628628528628528",2023-07-17,"COVID-19 mRNA (Moderna)",2023-09-16,"Influenza (quadrivalent)",NA,NA,NA,NA
"AIR_00380","James","Hernandez",1959-12-17,"Male","4554","994094694494194094194694",2024-01-03,"COVID-19 Novavax",2024-05-31,"RSV (Abrysvo)",NA,NA,NA,NA
"AIR_00381","Lucy","Anderson",1986-04-15,"Female","4562","543543243543343343343843",2022-09-18,"RSV (Abrysvo)",2023-02-07,"RSV (mRESVIA)",2023-04-17,"Influenza (quadrivalent)",2023-10-05,"Pertussis (dTpa)"
"AIR_00382","Amelia","Allen",1930-03-19,"Female","4562","592892792092292692792892",2025-01-27,"COVID-19 mRNA (Moderna)",NA,NA,NA,NA,NA,NA
"AIR_00383","Andrew","Taylor",1980-05-29,"Male","4551","361661361661561861061961",2021-03-18,"COVID-19 Novavax",2021-08-22,"Influenza (quadrivalent)",2021-11-20,"COVID-19 mRNA (Moderna)",2022-05-01,"RSV (mRESVIA)"
"AIR_00384","Ella","Smith",1944-02-24,"Female","4555","396796696896796096496496",2022-01-14,"COVID-19 mRNA (Moderna)",2022-05-06,"RSV (Abrysvo)",2022-09-14,"Influenza (quadrivalent)",NA,NA
"AIR_00385","Jacob","Thompson",1918-11-04,"Male","4562","824624324124024824524324",2021-11-30,"COVID-19 mRNA (Pfizer)",2022-05-02,"Pertussis (dTpa)",NA,NA,NA,NA
"AIR_00386","Zoe","Jackson",1976-06-09,"Female","4551","631831431131431831731131",2023-08-23,"RSV (Abrysvo)",2023-11-28,"COVID-19 Novavax",2024-04-18,"Influenza (quadrivalent)",NA,NA
"AIR_00387","Daniel","Lee",1921-02-12,"Male","4550","296096396596496296896596",2022-02-19,"COVID-19 Novavax",2022-05-22,"RSV (mRESVIA)",2022-10-24,"Influenza (quadrivalent)",2023-03-10,"COVID-19 mRNA (Pfizer)"
"AIR_00388","Mia","Williams",1984-01-18,"Female","4552","843543243943843043643443",2022-02-15,"Influenza (trivalent)",2022-08-02,"Pertussis (dTpa)",2022-10-05,"Influenza (quadrivalent)",2022-12-17,"COVID-19 mRNA (Pfizer)"
"AIR_00389","Amelia","Hernandez",1970-02-01,"Female","4562","718818018218018518718218",2021-10-02,"COVID-19 Novavax",2022-02-27,"RSV (mRESVIA)",2022-07-31,"COVID-19 mRNA (Moderna)",NA,NA
"AIR_00390","Matthew","White",1923-09-23,"Male","4555","137637337037637437037537",2022-03-04,"COVID-19 mRNA (Pfizer)",2022-08-03,"Pertussis (dTpa)",2022-11-27,"RSV (mRESVIA)",NA,NA
"AIR_00391","Noah","Taylor",1951-10-19,"Male","4555","241941741741041741141541",2023-02-15,"COVID-19 Novavax",2023-07-09,"RSV (Abrysvo)",NA,NA,NA,NA
"AIR_00392","Chloe","Nelson",1918-02-18,"Female","4551","621221721821521121521421",2022-07-13,"COVID-19 mRNA (Moderna)",2023-01-02,"COVID-19 Novavax",NA,NA,NA,NA
"AIR_00393","Ethan","Lopez",1913-06-11,"Male","4562","489089189589789689089389",2024-11-23,"COVID-19 mRNA (Pfizer)",2025-03-16,"Influenza (trivalent)",2025-09-05,"Pertussis (dTpa)",NA,NA
"AIR_00394","Chloe","Robinson",1938-09-21,"Female","4558","849049849549749049949549",2024-01-26,"RSV (mRESVIA)",2024-04-27,"Influenza (quadrivalent)",2024-08-01,"Pertussis (dTpa)",2024-12-05,"RSV (Abrysvo)"
"AIR_00395","Andrew","Adams",1909-09-23,"Male","4560","393293393793193493193493",2021-02-28,"Influenza (quadrivalent)",2021-07-31,"Influenza (trivalent)",2021-10-27,"COVID-19 mRNA (Pfizer)",NA,NA
"AIR_00396","Michael","Robinson",1951-07-06,"Male","4551","128428428428928028128128",2024-01-10,"COVID-19 mRNA (Pfizer)",2024-06-17,"Influenza (trivalent)",NA,NA,NA,NA
"AIR_00397","Lucas","Allen",1905-08-12,"Male","4556","449249449449849349949049",2023-12-30,"Influenza (trivalent)",2024-06-05,"RSV (mRESVIA)",2024-10-29,"Influenza (quadrivalent)",NA,NA
"AIR_00398","Jackson","Adams",1988-08-27,"Male","4562","938438238938338938238738",2024-09-04,"Pertussis (dTpa)",2025-01-16,"Influenza (quadrivalent)",2025-04-05,"RSV (mRESVIA)",NA,NA
"AIR_00399","Amelia","Young",1916-04-23,"Female","4554","921021321621621621921921",2023-04-07,"COVID-19 Novavax",NA,NA,NA,NA,NA,NA
"AIR_00400","Lucy","Gonzalez",1926-02-23,"Female","4558","348248448248748948548048",2023-04-15,"Influenza (trivalent)",2023-09-20,"Influenza (quadrivalent)",NA,NA,NA,NA
